epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2704.42,0.37406,0.35792,0.85627,0.87708,0.79671,0.88069,0.80717,0.43425,0.54553,0.83586,9.49203e-05,9.49203e-05,9.49203e-05
181,2719.5,0.3561,0.3421,0.846,0.88325,0.81546,0.88235,0.81266,0.42838,0.55462,0.83795,9.0797e-05,9.0797e-05,9.0797e-05
182,2734.35,0.35654,0.34651,0.84753,0.88419,0.77762,0.8791,0.81053,0.43634,0.56596,0.84171,8.66736e-05,8.66736e-05,8.66736e-05
183,2749.57,0.35461,0.34468,0.84547,0.85804,0.82334,0.88102,0.80365,0.44175,0.58152,0.84385,8.25503e-05,8.25503e-05,8.25503e-05
184,2764.82,0.34818,0.3446,0.84055,0.8732,0.79991,0.8808,0.80892,0.44145,0.56657,0.84308,7.84269e-05,7.84269e-05,7.84269e-05
185,2779.85,0.3557,0.34122,0.84331,0.82592,0.84223,0.88178,0.80998,0.44064,0.55582,0.83922,7.43036e-05,7.43036e-05,7.43036e-05
186,2794.68,0.36665,0.3532,0.84898,0.85028,0.82178,0.8876,0.81553,0.44125,0.55389,0.83909,7.01802e-05,7.01802e-05,7.01802e-05
187,2809.58,0.35446,0.35146,0.84862,0.82911,0.83265,0.87452,0.80965,0.44858,0.56336,0.84189,6.60569e-05,6.60569e-05,6.60569e-05
188,2824.54,0.34317,0.32926,0.84295,0.9234,0.76002,0.87402,0.80632,0.44284,0.57369,0.84172,6.19335e-05,6.19335e-05,6.19335e-05
189,2839.77,0.36559,0.33831,0.85197,0.8897,0.76737,0.87606,0.80623,0.44019,0.55924,0.8393,5.78102e-05,5.78102e-05,5.78102e-05
190,2854.73,0.34343,0.33689,0.84662,0.82159,0.79691,0.87821,0.80653,0.4355,0.56696,0.83704,5.36869e-05,5.36869e-05,5.36869e-05
191,2888.97,0.33124,0.29076,0.82102,0.8563,0.76873,0.87106,0.79592,0.43836,0.58575,0.83733,4.95635e-05,4.95635e-05,4.95635e-05
192,2903.44,0.31604,0.28597,0.81718,0.89848,0.75844,0.87911,0.80189,0.43331,0.59275,0.83447,4.54402e-05,4.54402e-05,4.54402e-05
193,2918.05,0.32246,0.28357,0.81907,0.91002,0.73871,0.87724,0.80211,0.43038,0.58434,0.83354,4.13168e-05,4.13168e-05,4.13168e-05
194,2932.75,0.31456,0.28076,0.80978,0.91494,0.74636,0.88727,0.81657,0.43185,0.58489,0.83429,3.71935e-05,3.71935e-05,3.71935e-05
195,2947.46,0.30664,0.27799,0.81604,0.94241,0.74292,0.88703,0.82053,0.42701,0.57595,0.83316,3.30701e-05,3.30701e-05,3.30701e-05
196,2961.88,0.32117,0.2853,0.81283,0.93082,0.75051,0.88132,0.80946,0.43154,0.58406,0.83561,2.89468e-05,2.89468e-05,2.89468e-05
197,2976.39,0.32694,0.2968,0.8166,0.95251,0.75653,0.89196,0.82527,0.43148,0.57238,0.83253,2.48234e-05,2.48234e-05,2.48234e-05
198,2990.99,0.31068,0.28131,0.80686,0.94684,0.76265,0.8925,0.82503,0.4306,0.5754,0.8323,2.07001e-05,2.07001e-05,2.07001e-05
199,3005.83,0.30896,0.28155,0.81173,0.92363,0.74814,0.87737,0.80287,0.43024,0.56699,0.83235,1.65767e-05,1.65767e-05,1.65767e-05
200,3020.48,0.31685,0.28538,0.8114,0.92704,0.76084,0.88198,0.81008,0.42974,0.56769,0.83227,1.24534e-05,1.24534e-05,1.24534e-05
